Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Rheumatoid arthritis	16/93	0.2802999155717724	0.7132835249915835	0	0	1.2141808002928662	1.5443106371405324	ATP6V0B;TGFB1;TNFSF13;CXCL5;HLA-DMA;HLA-DMB;ATP6V0A2;HLA-DPB1;LTB;ATP6V1E1;HLA-DOA;ATP6V0D1;ATP6V0E2;ATP6V0C;HLA-DPA1;TLR2
Fc epsilon RI signaling pathway	12/68	0.2866934393719731	0.7206267474069922	0	0	1.2519493894365161	1.5641126906941514	MAPK10;MAP2K2;PDPK1;PLA2G4B;ALOX5;GRB2;RAC1;SOS1;HRAS;SOS2;MAPK12;LAT
Type I diabetes mellitus	8/43	0.28779023458745695	0.7206267474069922	0	0	1.3352269944659385	1.6630564877504306	HLA-DMA;HLA-DMB;PRF1;HLA-DPB1;HLA-C;HLA-A;HLA-DOA;HLA-DPA1
Fluid shear stress and atherosclerosis	23/139	0.2935087283787713	0.7291129522425033	0	0	1.1587044606573351	1.4203954312270881	MEF2A;HSP90AA1;PRKAA1;HSP90AB1;SDC4;GSTO1;NOS3;GSTP1;ITGA2B;KEAP1;PDGFA;CYBA;TXN;ACTB;KLF2;MAPK12;TXN2;TNFRSF1A;MAPK10;HMOX1;CALM3;RAC1;SQSTM1
Pyrimidine metabolism	10/56	0.2983098560542212	0.7352046058659153	0	0	1.2699679319859796	1.536181844830327	NT5C;DTYMK;CAD;NME2;NUDT2;NME3;NT5M;UPP1;DCTPP1;TYMP
Gap junction	15/88	0.3017711407277358	0.7379247425607914	0	0	1.2005366473661911	1.438346583152366	MAP3K2;MAP2K2;TUBB;ITPR1;ITPR2;PDGFA;ITPR3;TUBB6;TUBA1A;TUBB1;GRB2;SOS1;HRAS;SOS2;TUBA8
N-Glycan biosynthesis	9/50	0.3043633615137992	0.7384940477040244	0	0	1.282294489611563	1.5253316408637736	DPM3;DOLPP1;RPN1;MGAT4B;MOGS;MGAT1;ALG1;MAN1B1;ALG10B
Cytosolic DNA-sensing pathway	11/63	0.3113511616924061	0.74963779699787	0	0	1.2357650071273956	1.4419324613819113	PYCARD;ZBP1;IRF3;POLR3GL;TREX1;IRF7;POLR2F;POLR3G;POLR3K;POLR2L;NFKBIB
PD-L1 expression and PD-1 checkpoint pathway in cancer	15/89	0.31776678252857793	0.7592442971866021	0	0	1.184243521872388	1.3576612460081459	MAP2K2;RASGRP1;TIRAP;MAPK12;MTOR;BATF;EML4;TRAF6;CSNK2B;CD247;NFKBIE;HRAS;LAT;TLR2;NFKBIB
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	5/26	0.3290074588834515	0.7711259275580841	0	0	1.3905740378343119	1.54586619479015	PIGB;PIGN;MPPE1;PIGG;PIGY
Focal adhesion	32/201	0.32962483020425887	0.7711259275580841	0	0	1.1065109210765836	1.2280059855531	GSK3B;ITGB5;LAMA2;ROCK1;ROCK2;ITGA2B;PDGFA;ILK;ACTB;ARHGAP35;MYLK3;MYLK;PIP5K1A;RAC1;HRAS;VASP;PPP1R12A;PDPK1;BAD;FN1;BRAF;PARVB;PPP1CA;MAPK10;ITGA10;COL4A3;GRB2;COL9A2;PPP1R12B;SOS1;MYL9;SOS2
Cushing syndrome	25/155	0.3301305887948347	0.7711259275580841	0	0	1.1236737400530503	1.2453305014711848	GSK3B;KMT2A;ATF6B;ITPR1;ITPR2;ITPR3;AHR;E2F1;PDE8B;PDE8A;LDLR;USP8;WNT10A;MAP2K2;CDKN2C;WNT5B;AIP;BRAF;PBX1;POMC;CREB3;CREB1;ARMC5;APC;CDK4
Toll-like receptor signaling pathway	17/104	0.34939146564826185	0.7822523139973052	0	0	1.141504213505352	1.2003628045638148	MAP2K2;LY96;IRAK4;TIRAP;MAPK12;MAPK10;CASP8;IRF3;TOLLIP;TRAF6;IRF7;TLR8;MAP3K8;CD14;RAC1;TLR5;TLR2
Cortisol synthesis and secretion	11/65	0.3500155162205389	0.7822523139973052	0	0	1.1898561224230408	1.2490845346876687	POMC;CREB3;CREB1;ATF6B;ITPR1;ITPR2;ITPR3;PDE8B;PDE8A;LDLR;PBX1
Inflammatory bowel disease	11/65	0.3500155162205389	0.7822523139973052	0	0	1.1898561224230408	1.2490845346876687	HLA-DMA;IL18RAP;HLA-DMB;TGFB1;HLA-DPB1;RORA;HLA-DOA;TLR5;IL2RG;HLA-DPA1;TLR2
Base excision repair	6/33	0.3506523656661416	0.7822523139973052	0	0	1.2978569525332115	1.3601021168244054	POLE4;POLD4;MPG;NTHL1;POLD2;APEX2
SNARE interactions in vesicular transport	6/33	0.3506523656661416	0.7822523139973052	0	0	1.2978569525332115	1.3601021168244054	VAMP8;STX17;USE1;YKT6;VAMP5;VTI1B
Apelin signaling pathway	22/137	0.3521257431695945	0.7822523139973052	0	0	1.1176444158217136	1.1665602944362472	MEF2A;GABARAPL2;SMAD4;PRKAA1;MAP2K2;NOS3;SPHK1;RPS6;ITPR1;ITPR2;ITPR3;GNG11;MYLK3;GABARAP;KLF2;MTOR;MYLK;PIK3R5;RRAS;CALM3;PPARGC1A;HRAS
ErbB signaling pathway	14/85	0.3591983610388483	0.7822523139973052	0	0	1.1518039877879438	1.1793096491080446	GSK3B;MAP2K2;BAD;GAB1;CBLB;BRAF;CBL;MTOR;MAPK10;EIF4EBP1;GRB2;SOS1;HRAS;SOS2
VEGF signaling pathway	10/59	0.35941838163993056	0.7822523139973052	0	0	1.1920047607379143	1.21974051893169	MAP2K2;BAD;NOS3;PLA2G4B;SPHK1;SH2D2A;HSPB1;RAC1;HRAS;MAPK12
Non-small cell lung cancer	12/72	0.35984880575706246	0.7822523139973052	0	0	1.1682114658427738	1.1939954346504984	EML4;MAP2K2;PDPK1;BAD;CDK4;E2F1;BAX;BRAF;GRB2;SOS1;HRAS;SOS2
Biosynthesis of unsaturated fatty acids	5/27	0.35988604861217877	0.7822523139973052	0	0	1.327288293897883	1.356445936532331	TECR;ACOT2;HSD17B12;ELOVL7;ACOX3
Growth hormone synthesis, secretion and action	19/119	0.377167135686246	0.8086154114510379	0	0	1.1098589125946319	1.0821866438849854	GSK3B;CREBBP;MAP2K2;MAP3K1;ATF6B;ITPR1;ITPR2;ITPR3;MAPK12;MTOR;SOCS2;MAPK10;CREB3;CREB1;EP300;GRB2;SOS1;HRAS;SOS2
Inositol phosphate metabolism	12/73	0.37861522577040546	0.8086154114510379	0	0	1.148992926001587	1.1159419434510967	INPP4A;INPP5B;MTMR2;PIKFYVE;TPI1;MTMR3;PI4KA;PIP5K1A;PIP4K2C;PIK3C2A;CDIPT;PIK3C2B
Pyruvate metabolism	8/47	0.3805664400542357	0.8086154114510379	0	0	1.1979993495248895	1.1573805878851264	LDHB;PKM;MDH2;AKR1A1;HAGH;ACACB;ACAT1;PCK2
Vascular smooth muscle contraction	21/133	0.38789203760748303	0.8086154114510379	0	0	1.095235020661157	1.0372184848770944	PPP1R14A;PLA2G12A;PTGIR;MAP2K2;PPP1R12A;ROCK1;ROCK2;PLA2G4B;ITPR1;ITPR2;ITPR3;BRAF;MYLK3;MYLK;PPP1CA;MYL6;ADORA2A;CALM3;PPP1R12B;MYL9;RAMP1
Glycolysis / Gluconeogenesis	11/67	0.3893854468373524	0.8086154114510379	0	0	1.147226443768997	1.0820474158606574	HK3;LDHB;TPI1;PKM;AKR1A1;ENO1;ALDOA;FBP1;PGM1;HK1;PCK2
Long-term potentiation	11/67	0.3893854468373524	0.8086154114510379	0	0	1.147226443768997	1.0820474158606574	RPS6KA3;CREBBP;MAP2K2;ITPR1;EP300;ITPR2;ITPR3;BRAF;CALM3;HRAS;PPP1CA
AMPK signaling pathway	19/120	0.39188964559759676	0.8086154114510379	0	0	1.0988054758676142	1.0293334943349155	CPT1A;PRKAA1;PDPK1;TSC1;EEF2;CPT1B;ACACB;ELAVL1;MTOR;RAB11B;PPP2CA;CREB3;STK11;CREB1;EIF4EBP1;CD36;PPARGC1A;FBP1;PCK2
Bladder cancer	7/41	0.3926822445385232	0.8086154114510379	0	0	1.2023444744587348	1.1238969467971822	MAP2K2;CDK4;DAPK3;E2F1;BRAF;HRAS;TYMP
Oxytocin signaling pathway	24/154	0.40170659823627397	0.8212279367538721	0	0	1.0783549439185427	0.983495630981993	PRKAA1;MAP2K2;CAMK1D;PPP1R12A;ROCK1;ROCK2;NOS3;PLA2G4B;ITPR1;ITPR2;ITPR3;EEF2;ACTB;MYLK3;MYLK;PIK3R5;PPP1CA;CACNG6;MYL6;CALM3;CAMK1;PPP1R12B;MYL9;HRAS
Terpenoid backbone biosynthesis	4/22	0.40492553539451137	0.8212279367538721	0	0	1.2976530107649586	1.1731459190772737	FDPS;MVK;PMVK;ACAT1
Thyroid hormone signaling pathway	19/121	0.406678371235943	0.8212279367538721	0	0	1.0879687731940677	0.97888102591022	NOTCH2;GSK3B;NCOA2;CREBBP;HDAC2;MAP2K2;PDPK1;BAD;NCOA3;ATP2A2;MED16;ACTB;MTOR;MED13L;KAT2B;MED14;NCOR1;EP300;HRAS
Ribosome biogenesis in eukaryotes	17/108	0.41172243281847815	0.8260841120011773	0	0	1.091071239626948	0.9682230154607003	NOP56;POP7;IMP3;HEATR1;UTP18;RPP25L;FBL;EMG1;TBL3;XRN1;CSNK2B;NHP2;GAR1;MPHOSPH10;RPP25;MDN1;RAN
Oocyte meiosis	20/129	0.42592177318573415	0.8491306688352535	0	0	1.0716101628006127	0.9146188245110304	YWHAE;YWHAB;SPDYE16;ITPR1;ITPR2;ITPR3;MAPK12;RBX1;ANAPC11;PPP1CA;PPP2CA;MAD2L2;RPS6KA3;SLK;CDC26;SPDYE2;CALM3;MAD1L1;SKP1;YWHAH
Pertussis	12/76	0.4353321855816365	0.8623985701712166	0	0	1.0949407826982491	0.9106030064399585	PYCARD;MAPK10;C5;IRF3;TRAF6;LY96;CALM3;IRAK4;CD14;CXCL5;TIRAP;MAPK12
Protein export	4/23	0.4398750355102649	0.8658078911817545	0	0	1.229283410511901	1.009566951631961	SRP19;SEC61G;SEC61B;SEC11C
Hypertrophic cardiomyopathy	14/90	0.4460591642137258	0.8658078911817545	0	0	1.0757110054421524	0.8684254539255449	PRKAA1;TGFB1;ITGB5;LAMA2;TPM3;ITGA2B;TPM1;ATP2A2;ACTB;TTN;CACNG6;SGCD;ITGA10;LMNA
Human cytomegalovirus infection	34/225	0.4466029867172824	0.8658078911817545	0	0	1.0396156332796673	0.838018829652001	GSK3B;ATF6B;ROCK1;ROCK2;TRADD;ITPR1;ITPR2;ITPR3;CASP8;CXCR2;EIF4EBP1;E2F1;RAC1;B2M;HRAS;PDIA3;MAP2K2;HLA-C;TSC1;HLA-A;GNG11;MAPK12;MTOR;TNFRSF1A;CREB3;CREB1;IRF3;CDK4;TRAF5;BAX;CALM3;GRB2;SOS1;SOS2
Epithelial cell signaling in Helicobacter pylori infection	11/70	0.44884912016155465	0.8658078911817545	0	0	1.0887009527354792	0.8721240206346617	MAPK10;ATP6V0B;ADAM17;CXCR2;ATP6V0A2;RAC1;ATP6V1E1;ATP6V0D1;ATP6V0E2;ATP6V0C;MAPK12
beta-Alanine metabolism	5/30	0.45219608142852435	0.8658078911817545	0	0	1.167808219178082	0.9268185965714613	HADHA;ECHS1;SMOX;ACOX3;ACADS
C-type lectin receptor signaling pathway	16/104	0.45498449848146827	0.8658078911817545	0	0	1.0617206787712117	0.8360964663222894	KSR1;ITPR1;ITPR2;CBLB;ITPR3;LSP1;MALT1;MAPK12;RELB;PYCARD;MAPK10;CASP8;RRAS;CALM3;CLEC1B;HRAS
Glutathione metabolism	9/57	0.45787409293721304	0.8658078911817545	0	0	1.0948431069958848	0.8552487789067976	GPX1;GPX4;GSTO1;GSTP1;GSS;ODC1;IDH2;GGT1;PRDX6
Thyroid cancer	6/37	0.46135425776800704	0.8658078911817545	0	0	1.1301263136955872	0.8742533708515228	MAP2K2;TPM3;TPR;BAX;BRAF;HRAS
Primary bile acid biosynthesis	3/17	0.4624928490363743	0.8658078911817545	0	0	1.2511733646230565	0.964810039452331	CYP27A1;ACOT8;SLC27A5
Choline metabolism in cancer	15/98	0.4674809380502125	0.8658078911817545	0	0	1.0552726369395107	0.8024258363313661	MAP2K2;PDPK1;PLA2G4B;PDGFA;TSC1;MTOR;MAPK10;EIF4EBP1;PIP5K1A;GRB2;RAC1;SOS1;HRAS;SOS2;DGKH
Glycerophospholipid metabolism	15/98	0.4674809380502125	0.8658078911817545	0	0	1.0552726369395107	0.8024258363313661	LYPLA2;PLA2G12A;PCYT2;PLA2G4B;MBOAT7;LPCAT1;PLD4;PLAAT3;AGPAT1;LCLAT1;AGPAT2;PNPLA6;CDIPT;LPIN1;DGKH
Th1 and Th2 cell differentiation	14/92	0.48079001107022123	0.8827595913017965	0	0	1.0480053554598385	0.7674801777944423	NOTCH2;MAML1;IL2RG;MAPK12;MAPK10;HLA-DMA;HLA-DMB;HLA-DPB1;CD247;HLA-DOA;NFKBIE;LAT;HLA-DPA1;NFKBIB
Asthma	5/31	0.4822744093054543	0.8827595913017965	0	0	1.1228266596417282	0.8188123735468367	HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DOA;HLA-DPA1
Primary immunodeficiency	6/38	0.48845395427588123	0.888872602839249	0	0	1.094745632065776	0.7843962709489667	CIITA;TNFRSF13B;RFXANK;IL2RG;IL7R;ADA
GnRH signaling pathway	14/93	0.498022082935315	0.8989536116372874	0	0	1.0346785871139152	0.7212856793730714	MAP3K2;MAP2K2;MAP3K1;PLA2G4B;ITPR1;ITPR2;ITPR3;MAPK12;MAPK10;CALM3;GRB2;SOS1;HRAS;SOS2
Fatty acid biosynthesis	3/18	0.5022113694969976	0.8989536116372874	0	0	1.1676933607118412	0.8042303446180314	ACSL1;ACACB;MCAT
Phospholipase D signaling pathway	22/148	0.5026098467620617	0.8989536116372874	0	0	1.0194106807954553	0.7012944667856659	MAP2K2;PLA2G4B;SPHK1;GAB1;PDGFA;TSC1;AGPAT1;AGPAT2;MTOR;PIK3R5;CYTH3;CYTH2;RRAS;KIT;CXCR2;PIP5K1A;GRB2;SOS1;HRAS;SOS2;DGKH;ARF6
alpha-Linolenic acid metabolism	4/25	0.5076729000017028	0.9028501005712102	0	0	1.1120783815066595	0.7538978815385311	PLA2G12A;PLA2G4B;PLAAT3;ACOX3
Various types of N-glycan biosynthesis	6/39	0.5150965211835936	0.9090791396012509	0	0	1.0615092341711048	0.7042062620939263	CHST8;RPN1;MGAT4B;MGAT1;ALG1;MAN1B1
Autoimmune thyroid disease	8/53	0.5204982603448868	0.9090791396012509	0	0	1.0379004304269988	0.6777165292535885	HLA-DMA;HLA-DMB;PRF1;HLA-DPB1;HLA-C;HLA-A;HLA-DOA;HLA-DPA1
Long-term depression	9/60	0.5227931154256394	0.9090791396012509	0	0	1.0302590171871218	0.6681945405947289	PPP2CA;GNAZ;MAP2K2;PLA2G4B;ITPR1;ITPR2;ITPR3;BRAF;HRAS
Mineral absorption	9/60	0.5227931154256394	0.9090791396012509	0	0	1.0302590171871218	0.6681945405947289	FTH1;MT1F;HMOX1;MT1X;TRPM7;SLC39A4;HMOX2;ATOX1;FTL
PPAR signaling pathway	11/74	0.5268589267263455	0.9110875362726305	0	0	1.0193374078068655	0.653214302690254	CYP27A1;CPT1A;ACSL1;PDPK1;ILK;CD36;ACOX3;CPT1B;SLC27A5;SLC27A4;PCK2
Folate biosynthesis	4/26	0.5401575077047635	0.9289521973164339	0	0	1.061467118981669	0.6537517615940162	QDPR;CBR1;FPGS;AKR1B1
Glycerolipid metabolism	9/61	0.543866422725755	0.9297905999566392	0	0	1.0103869895536561	0.6153778214352671	TKFC;AKR1A1;AKR1B1;AGPAT1;LPIN1;LCLAT1;AGPAT2;GLA;DGKH
Influenza A	25/172	0.5465861673866506	0.9297905999566392	0	0	0.9927281257330518	0.5996706399981164	CIITA;TRADD;ACTB;PYCARD;HLA-DMA;CASP8;HLA-DMB;EP300;HLA-DOA;HLA-DPA1;FDPS;CREBBP;MAP2K2;APAF1;TNFRSF10B;IRAK4;TNFRSF1A;RAB11B;IRF3;CDK4;IRF7;HLA-DPB1;BAX;NFKBIB;SLC25A6
Pancreatic cancer	11/76	0.5645457513895162	0.9516836406027003	0	0	0.9878570297238795	0.5647913038833244	MAPK10;SMAD4;TGFB1;BAD;CDK4;E2F1;BAX;BRAF;RAC1;MTOR;BCL2L1
Valine, leucine and isoleucine degradation	7/48	0.5655372432974513	0.9516836406027003	0	0	0.9966565806850666	0.5680734473155349	MCCC2;HADHA;ECHS1;HSD17B10;ACADS;ACAT1;BCAT2
Steroid biosynthesis	3/20	0.5767627034816956	0.9616487624865311	0	0	1.030196883681604	0.5669424367659445	EBP;LIPA;TM7SF2
TNF signaling pathway	16/112	0.5815267575707609	0.9616487624865311	0	0	0.9727856078835797	0.527345417822329	CEBPB;ATF6B;TRADD;CXCL5;MAPK12;TNFRSF1A;MAPK10;CREB3;ITCH;CASP8;CREB1;CASP10;TRAF5;TAB3;MAP3K8;DNM1L
Central carbon metabolism in cancer	10/70	0.5837484500716962	0.9616487624865311	0	0	0.97284162378502	0.5236661751868883	HK3;LDHB;MAP2K2;PKM;KIT;IDH2;SLC1A5;HRAS;MTOR;HK1
Prolactin signaling pathway	10/70	0.5837484500716962	0.9616487624865311	0	0	0.97284162378502	0.5236661751868883	SOCS2;MAPK10;GSK3B;MAP2K2;GRB2;SOS1;HRAS;PRLR;SOS2;MAPK12
Cell adhesion molecules	21/148	0.595478987170227	0.9728117180088997	0	0	0.9650224507060584	0.5002571938512351	NLGN4Y;NTNG2;SDC4;ICAM2;ICAM3;HLA-C;HLA-A;VSIR;SELP;CLDN5;HLA-DMA;ALCAM;HLA-DMB;HLA-DPB1;ESAM;HLA-DOA;CD99;CD22;NECTIN2;HLA-DPA1;NECTIN1
Synaptic vesicle cycle	11/78	0.6009711276902278	0.9728117180088997	0	0	0.9582560771980865	0.48795203049243197	ATP6V0B;CLTB;AP2S1;ATP6V0A2;CLTA;ATP6V1E1;ATP6V0D1;ATP6V0E2;SLC18A1;ATP6V0C;SLC1A7
Butanoate metabolism	4/28	0.601621308146106	0.9728117180088997	0	0	0.972897409562935	0.4943555274959879	HADHA;ECHS1;ACADS;ACAT1
Arginine and proline metabolism	7/50	0.610834975966929	0.9728117180088997	0	0	0.9501888837528093	0.46837512866308784	GAMT;OAT;NOS3;SMOX;ODC1;SAT2;PYCR3
Cholesterol metabolism	7/50	0.610834975966929	0.9728117180088997	0	0	0.9501888837528093	0.46837512866308784	CYP27A1;STARD3;NPC2;TSPO;CD36;LIPA;LDLR
Phosphonate and phosphinate metabolism	1/6	0.6128054240640125	0.9728117180088997	0	0	1.1675786593707251	0.571772387484006	PCYT2
Fat digestion and absorption	6/43	0.6153888823187288	0.9728117180088997	0	0	0.9465292630760257	0.459540792098004	PLA2G12A;CD36;AGPAT1;AGPAT2;ACAT1;SLC27A4
Porphyrin and chlorophyll metabolism	6/43	0.6153888823187288	0.9728117180088997	0	0	0.9465292630760257	0.459540792098004	ALAS2;UROD;HMOX1;BLVRB;HMOX2;BLVRA
Starch and sucrose metabolism	5/36	0.6215887075052879	0.9776747007495232	0	0	0.9414494034467521	0.44763720558887315	HK3;GAA;PGM1;PGM2L1;HK1
Alcoholism	26/186	0.6305908051896008	0.982541577293635	0	0	0.9481502242152466	0.4371902792526382	H2AX;HDAC2;ATF6B;H2AC19;HDAC9;H3C10;HRAS;SLC18A1;H3-3A;H3-3B;H2AC6;H2BC5;BRAF;GNG11;PPP1CA;H2BC12;CREB3;H2AJ;CREB1;ADORA2A;H2BC11;FOSB;CALM3;GRB2;SOS1;SOS2
TGF-beta signaling pathway	13/94	0.6309612045879254	0.982541577293635	0	0	0.9366181657848325	0.4313228751928684	CREBBP;SMAD4;TGFB1;ROCK1;SMURF2;SMURF1;LTBP1;SMAD5;BMP6;RBX1;PPP2CA;EP300;SKP1
Wnt signaling pathway	23/166	0.6442764471325974	0.9983095443193216	0	0	0.9384316579354485	0.41256025038537697	GSK3B;CREBBP;SMAD4;WNT10A;WNT5B;ROCK2;CHD8;CTNNBIP1;CACYBP;SENP2;NKD1;RBX1;MAPK10;FRAT1;FRAT2;APC;TBL1XR1;SFRP5;RUVBL1;CSNK2B;EP300;RAC1;SKP1
cGMP-PKG signaling pathway	23/167	0.656017838609133	0.9999946162357366	0	0	0.9318597327513592	0.3928415890975088	MEF2A;VASP;MAP2K2;PPP1R12A;ATF6B;ROCK1;ROCK2;BAD;NOS3;PDE2A;ITPR1;ITPR2;ATP2A2;ITPR3;MYLK3;MYLK;PIK3R5;PPP1CA;CREB3;CREB1;CALM3;MYL9;SLC25A6
Glyoxylate and dicarboxylate metabolism	4/30	0.6578326839314481	0.9999946162357366	0	0	0.897953809285545	0.3760672395518396	MDH2;PGP;HYI;ACAT1
Dilated cardiomyopathy	13/96	0.6619582814218349	0.9999946162357366	0	0	0.9139414802065404	0.37704906554310735	TGFB1;ITGB5;LAMA2;TPM3;ITGA2B;TPM1;ATP2A2;ACTB;TTN;CACNG6;SGCD;ITGA10;LMNA
Neutrophil extracellular trap formation	26/189	0.6639286151225631	0.9999946162357366	0	0	0.9305345401524113	0.38112893494556627	H2AX;HDAC2;ITGA2B;H2AC19;HDAC9;ACTB;C5;H3C10;RAC1;H3-3A;H3-3B;GSDMD;MAP2K2;H2AC6;H2BC5;CYBA;MAPK12;MTOR;SELP;H2BC12;H2AJ;CLCN4;H2BC11;TLR8;SLC25A6;TLR2
Thiamine metabolism	2/15	0.6670026046885914	0.9999946162357366	0	0	0.8980236322008474	0.3636648426658631	AK2;NTPCR
Glycosaminoglycan biosynthesis	7/53	0.6737085848419386	0.9999946162357366	0	0	0.8880635932890306	0.35074749055891946	CHST7;CSGALNACT2;XYLT1;B3GALT6;CHST14;CHST2;ST3GAL2
Mannose type O-glycan biosynthesis	3/23	0.6744793599752962	0.9999946162357366	0	0	0.8755133470225873	0.3447895920976605	B4GAT1;POMK;FKTN
Proximal tubule bicarbonate reclamation	3/23	0.6744793599752962	0.9999946162357366	0	0	0.8755133470225873	0.3447895920976605	CA2;SLC25A10;PCK2
Type II diabetes mellitus	6/46	0.682324418231659	0.9999946162357366	0	0	0.8753854059609455	0.33461611317130174	SOCS2;MAPK10;HK3;PKM;MTOR;HK1
mRNA surveillance pathway	13/98	0.6914654863284694	0.9999946162357366	0	0	0.8923319327731093	0.3292187640216345	SMG1;RBM8A;ALYREF;EIF4A3;SSU72;PYM1;MAGOHB;PPP1CA;PPP2CA;PNN;PCF11;MAGOH;SAP18
Small cell lung cancer	12/92	0.7102927122283401	0.9999946162357366	0	0	0.8751287332646756	0.2993623946010783	APAF1;LAMA2;MAX;CDK4;TRAF6;ITGA2B;COL4A3;TRAF5;E2F1;FN1;BAX;BCL2L1
Leukocyte transendothelial migration	15/114	0.7109392379398702	0.9999946162357366	0	0	0.8838904509007601	0.30155541386123763	VASP;ROCK1;ROCK2;TXK;RHOH;CYBA;ACTB;ARHGAP35;MAPK12;CLDN5;ESAM;RAC1;EZR;MYL9;CD99
Riboflavin metabolism	1/8	0.7178092162698677	0.9999946162357366	0	0	0.8338870431893688	0.2764764672650208	BLVRB
Adherens junction	9/71	0.7287793876257735	0.9999946162357366	0	0	0.8469235364396654	0.2679532391370299	CREBBP;SMAD4;FER;CSNK2B;EP300;RAC1;ACTB;NECTIN2;NECTIN1
Hedgehog signaling pathway	7/56	0.7298263901859177	0.9999946162357366	0	0	0.833545481249388	0.2625239780104508	GSK3B;GRK3;SMURF2;SMURF1;ARRB2;GLI3;CSNK1G1
Melanogenesis	13/101	0.7327387403957356	0.9999946162357366	0	0	0.8617593344155844	0.26797790983633984	GSK3B;CREBBP;WNT10A;MAP2K2;WNT5B;MITF;POMC;CREB3;CREB1;KIT;EP300;CALM3;HRAS
Nitrogen metabolism	2/17	0.734027455864154	0.9999946162357366	0	0	0.7781959174364238	0.24062506101479425	CA2;CA8
Selenocompound metabolism	2/17	0.734027455864154	0.9999946162357366	0	0	0.7781959174364238	0.24062506101479425	MTR;SEPHS2
Natural killer cell mediated cytotoxicity	17/131	0.7398261437518914	0.9999946162357366	0	0	0.8697633871473732	0.2620945523670212	MAP2K2;ICAM2;PRF1;HLA-C;TNFRSF10B;BRAF;HLA-A;NCR1;TYROBP;GRB2;RAC1;CD247;SOS1;HRAS;HCST;SOS2;LAT
Cocaine addiction	6/49	0.741170928827471	0.9999946162357366	0	0	0.8141685986758765	0.24386304113490523	CREB3;CREB1;ATF6B;CDK5;FOSB;SLC18A1
Ether lipid metabolism	6/49	0.741170928827471	0.9999946162357366	0	0	0.8141685986758765	0.24386304113490523	PLA2G12A;PLA2G4B;LPCAT1;PLD4;PLAAT3;PAFAH1B3
Sphingolipid metabolism	6/49	0.741170928827471	0.9999946162357366	0	0	0.8141685986758765	0.24386304113490523	UGCG;SPTLC3;SMPD1;SPHK1;PSAP;GLA
Melanoma	9/72	0.7441640185247903	0.9999946162357366	0	0	0.8334313149127964	0.24627379748326297	MAP2K2;BAD;CDK4;E2F1;PDGFA;BAX;MITF;BRAF;HRAS
Breast cancer	19/147	0.7544206782985042	0.9999946162357366	0	0	0.8656470449070888	0.24394378475951284	NOTCH2;GSK3B;WNT10A;MAP2K2;WNT5B;NCOA3;BRAF;MTOR;FRAT1;FRAT2;APC;CDK4;KIT;E2F1;BAX;GRB2;SOS1;HRAS;SOS2
Tryptophan metabolism	5/42	0.7553634906021717	0.9999946162357366	0	0	0.7885042576823399	0.2212197590740323	GCDH;HADHA;ECHS1;HAAO;ACAT1
ECM-receptor interaction	11/88	0.7576728196249818	0.9999946162357366	0	0	0.8333169918619473	0.23124848426599837	GP9;ITGB5;LAMA2;SDC4;GP1BB;ITGA10;ITGA2B;COL4A3;FN1;CD36;COL9A2
Malaria	6/50	0.7589439931230125	0.9999946162357366	0	0	0.7956180510137345	0.21945317459450525	SELP;TGFB1;GYPC;CD81;CD36;TLR2
MAPK signaling pathway	39/294	0.7701606029700966	0.9999946162357366	0	0	0.8913619501854796	0.2327847091811203	MAX;TRADD;PDGFA;HSPB1;ARRB2;ECSIT;RASGRP1;RELB;ELK4;CACNG6;RPS6KA3;RRAS;MKNK2;MAP3K8;CD14;RAC1;HRAS;MAP3K2;JUND;MAP3K1;MAP2K2;TGFB1;PLA2G4B;BRAF;HSPA2;IRAK4;MAPK8IP3;MAPK12;TNFRSF1A;MAPK10;TAOK1;RASA1;TRAF6;KIT;RASA2;RAPGEF2;GRB2;SOS1;SOS2
Nicotinate and nicotinamide metabolism	4/35	0.773692263380678	0.9999946162357366	0	0	0.7529016797164029	0.19318032384522502	NT5C;NAPRT;SIRT5;NT5M
Systemic lupus erythematosus	17/135	0.7829413859369052	0.9999946162357366	0	0	0.8400817149651458	0.20556584849676543	H2AX;H2AC6;H2BC5;H2AC19;H2BC12;C5;H2AJ;HLA-DMA;HLA-DMB;H2BC11;HLA-DPB1;H3C10;HLA-DOA;H3-3A;SNRPB;H3-3B;HLA-DPA1
Thyroid hormone synthesis	9/75	0.7866626896515131	0.9999946162357366	0	0	0.7954077815188926	0.19086265102110794	CREB3;GPX1;CREB1;ATF6B;ITPR1;ITPR2;ITPR3;TTF2;ASGR1
Aldosterone synthesis and secretion	12/98	0.7882416249208503	0.9999946162357366	0	0	0.8137858357483294	0.19364083237633326	POMC;CREB3;CAMK1D;CREB1;ATF6B;PDE2A;ITPR1;ITPR2;ITPR3;CALM3;CAMK1;LDLR
Tyrosine metabolism	4/36	0.7927051809209624	0.9999946162357366	0	0	0.7293307086614174	0.16942637046972525	GSTZ1;MIF;COMT;FAH
Synthesis and degradation of ketone bodies	1/10	0.7943438210687569	0.9999946162357366	0	0	0.6485028119775041	0.1493105659358072	ACAT1
